fiscal_year,Customer,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
1987,Defense,S,Always Small Vendor,PDuns,NULL,0,0,1,1,NULL,-171000
1988,Defense,B,Big Five,PID,NULL,1,1,2,2,NULL,694000
1988,Defense,L,Large Vendor,PID,NULL,1,1,9,9,NULL,2460000
1988,Defense,M,Medium Vendor,PDuns,NULL,0,0,3,3,NULL,-138330
1988,Defense,M,Medium Vendor,PDuns,NULL,1,1,10,10,NULL,575000
1988,Defense,M,Medium Vendor,PID,NULL,1,1,2,2,NULL,-65000
1988,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,5,NULL,521000
1988,Defense,S,Always Small Vendor,PDuns,NULL,0,0,2,2,NULL,1447000
1988,Defense,S,Always Small Vendor,PDuns,NULL,1,1,5,5,NULL,2159000
1989,Defense,B,Big Five,PDuns,NULL,1,1,4,5,NULL,112109000
1989,Defense,B,Big Five,PID,NULL,1,1,5,5,NULL,79809000
1989,Defense,L,Large Vendor,PDuns,NULL,1,1,5,10,NULL,9983000
1989,Defense,L,Large Vendor,PID,NULL,1,1,33,33,NULL,250590000
1989,Defense,M,Medium Vendor,PDuns,NULL,0,0,9,9,NULL,921000
1989,Defense,M,Medium Vendor,PDuns,NULL,0,1,1,1,NULL,44000
1989,Defense,M,Medium Vendor,PDuns,NULL,1,1,306,1042,NULL,681605000
1989,Defense,M,Medium Vendor,PID,NULL,0,0,1,1,NULL,-595000
1989,Defense,M,Medium Vendor,PID,NULL,1,1,37,37,NULL,297765975
1989,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,22,31,NULL,63842000
1989,Defense,N,Sometimes Small Vendor,PID,NULL,1,1,1,1,NULL,1097000
1989,Defense,S,Always Small Vendor,PDuns,NULL,0,0,8,8,NULL,-1726029
1989,Defense,S,Always Small Vendor,PDuns,NULL,1,1,269,274,NULL,137886000
1989,Defense,S,Always Small Vendor,PID,NULL,1,1,13,13,NULL,3353000
1990,Defense,NULL,NULL,PID,NULL,NULL,NULL,4,4,NULL,34898000
1990,Defense,B,Big Five,PDuns,NULL,1,1,5,22,NULL,272499000
1990,Defense,B,Big Five,PID,NULL,0,0,1,1,NULL,-35000
1990,Defense,B,Big Five,PID,NULL,1,1,5,5,NULL,15869067707
1990,Defense,J,Large: Big 5 JV,PID,NULL,1,1,1,1,NULL,103874000
1990,Defense,L,Large Vendor,PDuns,NULL,1,1,29,18262,NULL,12190476236
1990,Defense,L,Large Vendor,PID,NULL,0,0,1,1,NULL,NULL
1990,Defense,L,Large Vendor,PID,NULL,1,1,106,106,NULL,47887446888
1990,Defense,M,Medium Vendor,PDuns,NULL,0,0,111,113,NULL,-9543000
1990,Defense,M,Medium Vendor,PDuns,NULL,0,1,4,5,NULL,-1236000
1990,Defense,M,Medium Vendor,PDuns,NULL,1,1,3859,6155,2,10698341964
1990,Defense,M,Medium Vendor,PID,NULL,0,0,1,1,NULL,-1137000
1990,Defense,M,Medium Vendor,PID,NULL,0,1,1,1,NULL,34000
1990,Defense,M,Medium Vendor,PID,NULL,1,1,182,182,NULL,11734930493
1990,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,16,16,NULL,-16815000
1990,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,NULL,-943000
1990,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,1889,4579,NULL,12428768708
1990,Defense,N,Sometimes Small Vendor,PID,NULL,1,1,109,109,NULL,4833639734
1990,Defense,S,Always Small Vendor,PDuns,NULL,0,0,107,107,NULL,-22822000
1990,Defense,S,Always Small Vendor,PDuns,NULL,0,1,13,13,NULL,941000
1990,Defense,S,Always Small Vendor,PDuns,NULL,1,1,3597,3857,1,3493644675
1990,Defense,S,Always Small Vendor,PID,NULL,0,0,1,1,NULL,0
1990,Defense,S,Always Small Vendor,PID,NULL,1,1,70,70,NULL,854098000
1991,Defense,NULL,NULL,PID,NULL,NULL,NULL,3,3,NULL,84985940
1991,Defense,B,Big Five,PDuns,NULL,1,1,2,16,NULL,313791000
1991,Defense,B,Big Five,PID,NULL,1,1,6,6,NULL,18455984964
1991,Defense,J,Large: Big 5 JV,PID,NULL,1,1,2,2,NULL,337699000
1991,Defense,L,Large Vendor,PDuns,NULL,1,1,38,145,2,544358040
1991,Defense,L,Large Vendor,PID,NULL,1,1,110,110,2,48049538264
1991,Defense,M,Medium Vendor,PDuns,NULL,0,0,24,24,NULL,-2562208
1991,Defense,M,Medium Vendor,PDuns,NULL,0,1,27,27,NULL,861678
1991,Defense,M,Medium Vendor,PDuns,NULL,1,1,2940,25153,NULL,28008030876
1991,Defense,M,Medium Vendor,PID,NULL,0,0,1,1,NULL,97000
1991,Defense,M,Medium Vendor,PID,NULL,0,1,1,1,NULL,26000
1991,Defense,M,Medium Vendor,PID,NULL,1,1,168,168,1,9176534454
1991,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,3,5,NULL,-2072000
1991,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,2,NULL,-1282000
1991,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,1537,4364,NULL,15356856983
1991,Defense,N,Sometimes Small Vendor,PID,NULL,1,1,133,133,NULL,9044094924
1991,Defense,S,Always Small Vendor,PDuns,NULL,0,0,119,119,NULL,-95546380
1991,Defense,S,Always Small Vendor,PDuns,NULL,0,1,65,65,NULL,-12494025
1991,Defense,S,Always Small Vendor,PDuns,NULL,1,1,4563,4941,1,5817628873
1991,Defense,S,Always Small Vendor,PID,NULL,1,1,111,111,NULL,1077662461
1992,Defense,NULL,NULL,PID,NULL,NULL,NULL,4,4,NULL,22260165
1992,Defense,B,Big Five,PDuns,NULL,1,1,3,9,NULL,276029149
1992,Defense,B,Big Five,PID,NULL,1,1,6,6,4,18797646629
1992,Defense,J,Large: Big 5 JV,PID,NULL,1,1,3,3,NULL,609360462
1992,Defense,L,Large Vendor,PDuns,NULL,1,1,32,198,NULL,814518059
1992,Defense,L,Large Vendor,PID,NULL,1,1,120,120,8,42341941248
1992,Defense,M,Medium Vendor,PDuns,NULL,0,0,22,22,1,-7293296
1992,Defense,M,Medium Vendor,PDuns,NULL,0,1,45,45,NULL,979816
1992,Defense,M,Medium Vendor,PDuns,NULL,1,1,3595,5430,3,9913432363
1992,Defense,M,Medium Vendor,PID,NULL,0,1,1,1,NULL,25509
1992,Defense,M,Medium Vendor,PID,NULL,1,1,199,199,2,8554576980
1992,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,2,3,NULL,1194956
1992,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,1459,4444,NULL,11384936314
1992,Defense,N,Sometimes Small Vendor,PID,NULL,1,1,142,142,1,7867641407
1992,Defense,S,Always Small Vendor,PDuns,NULL,0,0,99,100,1,-26411519
1992,Defense,S,Always Small Vendor,PDuns,NULL,0,1,91,92,NULL,1114799
1992,Defense,S,Always Small Vendor,PDuns,NULL,1,1,4652,28822,8,22243880096
1992,Defense,S,Always Small Vendor,PID,NULL,0,0,1,1,NULL,1162211
1992,Defense,S,Always Small Vendor,PID,NULL,0,1,2,2,NULL,52132
1992,Defense,S,Always Small Vendor,PID,NULL,1,1,123,123,NULL,609613070
1993,Defense,NULL,NULL,PID,NULL,NULL,NULL,4,4,NULL,24524048
1993,Defense,B,Big Five,PDuns,NULL,1,1,3,26,NULL,357445124
1993,Defense,B,Big Five,PID,NULL,1,1,6,6,36,16833823927
1993,Defense,J,Large: Big 5 JV,PID,NULL,1,1,3,3,NULL,671254155
1993,Defense,L,Large Vendor,PDuns,NULL,1,1,22,324,10,1347316692
1993,Defense,L,Large Vendor,PID,NULL,1,1,130,130,340,43368237535
1993,Defense,M,Medium Vendor,PDuns,NULL,0,0,27,27,NULL,-3369148
1993,Defense,M,Medium Vendor,PDuns,NULL,0,1,66,66,3,1223544
1993,Defense,M,Medium Vendor,PDuns,NULL,1,1,3757,29350,610,26334878048
1993,Defense,M,Medium Vendor,PID,NULL,0,1,3,3,NULL,-75236
1993,Defense,M,Medium Vendor,PID,NULL,1,1,212,212,55,8230478085
1993,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,1215,4640,325,10661793084
1993,Defense,N,Sometimes Small Vendor,PID,NULL,1,1,153,153,106,8928464133
1993,Defense,S,Always Small Vendor,PDuns,NULL,0,0,57,57,7,-3596929
1993,Defense,S,Always Small Vendor,PDuns,NULL,0,1,63,64,9,2303339
1993,Defense,S,Always Small Vendor,PDuns,NULL,1,1,3353,4252,988,3741077852
1993,Defense,S,Always Small Vendor,PID,NULL,0,1,1,1,NULL,26100
1993,Defense,S,Always Small Vendor,PID,NULL,1,1,136,136,11,877577789
1994,Defense,NULL,NULL,PID,NULL,NULL,NULL,2,2,15,5492955
1994,Defense,B,Big Five,PDuns,NULL,1,1,4,26,168,89684825
1994,Defense,B,Big Five,PID,NULL,1,1,5,5,7618,18810007110
1994,Defense,J,Large: Big 5 JV,PID,NULL,1,1,1,1,20,248145948
1994,Defense,L,Large Vendor,PDuns,NULL,1,1,30,160,2140,709382114
1994,Defense,L,Large Vendor,PID,NULL,1,1,133,133,36051,40593265335
1994,Defense,M,Medium Vendor,PDuns,NULL,0,0,46,46,69,-51043164
1994,Defense,M,Medium Vendor,PDuns,NULL,0,1,193,195,202,5030626
1994,Defense,M,Medium Vendor,PDuns,NULL,1,1,7722,9576,47523,15354014000
1994,Defense,M,Medium Vendor,PID,NULL,0,0,1,1,2,0
1994,Defense,M,Medium Vendor,PID,NULL,1,1,258,258,9622,8517769802
1994,Defense,N,Sometimes Small Vendor,Duns,NULL,1,1,1,1,1347,1307484010
1994,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,2194,4270,52760,13157615402
1994,Defense,N,Sometimes Small Vendor,PID,NULL,1,1,134,134,10051,5714681333
1994,Defense,S,Always Small Vendor,PDuns,NULL,0,0,217,218,315,-22773286
1994,Defense,S,Always Small Vendor,PDuns,NULL,0,1,461,461,516,6376383
1994,Defense,S,Always Small Vendor,PDuns,NULL,1,1,15880,16198,57366,11980925194
1994,Defense,S,Always Small Vendor,PID,NULL,0,0,1,1,1,39233
1994,Defense,S,Always Small Vendor,PID,NULL,1,1,158,158,1993,735804905
1995,Defense,NULL,NULL,PID,NULL,NULL,NULL,6,6,28,16794991
1995,Defense,B,Big Five,PDuns,NULL,1,1,5,44,343,119217859
1995,Defense,B,Big Five,PID,NULL,1,1,6,6,8796,18598105521
1995,Defense,J,Large: Big 5 JV,PID,NULL,1,1,1,1,32,231653159
1995,Defense,L,Large Vendor,PDuns,NULL,1,1,42,172,3453,962994789
1995,Defense,L,Large Vendor,PID,NULL,1,1,132,132,36182,36093958560
1995,Defense,M,Medium Vendor,PDuns,NULL,0,0,62,62,88,-6551942
1995,Defense,M,Medium Vendor,PDuns,NULL,0,1,246,247,262,5797672
1995,Defense,M,Medium Vendor,PDuns,NULL,1,1,8233,9814,45667,14366947790
1995,Defense,M,Medium Vendor,PID,NULL,0,0,1,1,1,59222
1995,Defense,M,Medium Vendor,PID,NULL,0,1,1,1,1,27789
1995,Defense,M,Medium Vendor,PID,NULL,1,1,230,230,8085,10283930965
1995,Defense,N,Sometimes Small Vendor,Duns,NULL,1,1,2,2,2700,2470804144
1995,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,2,2,4,-1445688
1995,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,5,6,16,-1640722
1995,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,2351,4638,57963,14108900532
1995,Defense,N,Sometimes Small Vendor,PID,NULL,1,1,161,161,13187,6357422428
1995,Defense,S,Always Small Vendor,PDuns,NULL,0,0,183,183,257,-19383024
1995,Defense,S,Always Small Vendor,PDuns,NULL,0,1,623,624,669,10703645
1995,Defense,S,Always Small Vendor,PDuns,NULL,1,1,16331,16416,59331,12142664758
1995,Defense,S,Always Small Vendor,PID,NULL,0,1,2,2,2,-249020
1995,Defense,S,Always Small Vendor,PID,NULL,1,1,174,174,2821,851301440
1996,Defense,NULL,NULL,PDuns,NULL,NULL,NULL,1,1,15,1161504
1996,Defense,NULL,NULL,PID,NULL,NULL,NULL,5,5,22,8571463
1996,Defense,B,Big Five,PDuns,NULL,1,1,5,11,285,106524147
1996,Defense,B,Big Five,PID,NULL,1,1,6,6,13003,22307858656
1996,Defense,J,Large: Big 5 JV,PID,NULL,1,1,2,2,77,480900547
1996,Defense,L,Large Vendor,Duns,NULL,1,1,1,1,72,72276628
1996,Defense,L,Large Vendor,PDuns,NULL,0,1,1,8,40,2721394
1996,Defense,L,Large Vendor,PDuns,NULL,1,1,56,287,3504,1054532695
1996,Defense,L,Large Vendor,PID,NULL,1,1,157,157,44052,37951276614
1996,Defense,M,Medium Vendor,PDuns,NULL,0,0,43,43,57,-1731020
1996,Defense,M,Medium Vendor,PDuns,NULL,0,1,420,421,446,11676416
1996,Defense,M,Medium Vendor,PDuns,NULL,1,1,8281,9905,44869,13305280323
1996,Defense,M,Medium Vendor,PID,NULL,0,0,1,1,2,-3503827
1996,Defense,M,Medium Vendor,PID,NULL,0,1,2,2,3,83471
1996,Defense,M,Medium Vendor,PID,NULL,1,1,262,262,6276,4805546285
1996,Defense,N,Sometimes Small Vendor,Duns,NULL,1,1,1,1,3306,2942679507
1996,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,3,4,8,-1052996
1996,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,9,9,30,-1475486
1996,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,2793,5697,57412,12901832520
1996,Defense,N,Sometimes Small Vendor,PID,NULL,1,1,241,241,20812,9213713244
1996,Defense,S,Always Small Vendor,PDuns,NULL,0,0,198,200,322,-11249998
1996,Defense,S,Always Small Vendor,PDuns,NULL,0,1,1270,1276,1386,29422628
1996,Defense,S,Always Small Vendor,PDuns,NULL,1,1,17364,18377,62159,12396874846
1996,Defense,S,Always Small Vendor,PID,NULL,0,1,4,4,4,155686
1996,Defense,S,Always Small Vendor,PID,NULL,1,1,190,190,2364,874703851
1997,Defense,NULL,NULL,PID,NULL,NULL,NULL,7,7,59,33917262
1997,Defense,B,Big Five,PDuns,NULL,1,1,4,25,174,36103158
1997,Defense,B,Big Five,PID,NULL,1,1,6,6,19510,32125919247
1997,Defense,J,Large: Big 5 JV,PID,NULL,1,1,4,4,92,809779189
1997,Defense,L,Large Vendor,PDuns,NULL,1,1,61,230,2153,759646439
1997,Defense,L,Large Vendor,PID,NULL,0,0,1,1,1,-39000
1997,Defense,L,Large Vendor,PID,NULL,1,1,179,179,46616,29420367399
1997,Defense,M,Medium Vendor,Duns,NULL,1,1,1,1,116,119725780
1997,Defense,M,Medium Vendor,PDuns,NULL,0,0,49,49,74,-2792924
1997,Defense,M,Medium Vendor,PDuns,NULL,0,1,518,518,555,13869021
1997,Defense,M,Medium Vendor,PDuns,NULL,1,1,7828,9071,34448,10553661696
1997,Defense,M,Medium Vendor,PID,NULL,0,1,1,1,1,27960
1997,Defense,M,Medium Vendor,PID,NULL,1,1,393,393,9018,6663271795
1997,Defense,N,Sometimes Small Vendor,Duns,NULL,1,1,2,2,2861,2697298445
1997,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,2,1270
1997,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,13,16,28,591973
1997,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,2603,4483,42809,8399988631
1997,Defense,N,Sometimes Small Vendor,PID,NULL,1,1,389,389,31575,11649836794
1997,Defense,S,Always Small Vendor,PDuns,NULL,0,0,208,208,305,-4977054
1997,Defense,S,Always Small Vendor,PDuns,NULL,0,1,1314,1317,1447,39292462
1997,Defense,S,Always Small Vendor,PDuns,NULL,1,1,16822,17180,59508,11253680724
1997,Defense,S,Always Small Vendor,PID,NULL,0,0,1,1,1,26195
1997,Defense,S,Always Small Vendor,PID,NULL,0,1,11,11,11,302662
1997,Defense,S,Always Small Vendor,PID,NULL,1,1,297,297,4179,1412652755
1998,Defense,NULL,NULL,PDuns,NULL,NULL,NULL,1,1,2,430215
1998,Defense,NULL,NULL,PID,NULL,NULL,NULL,9,9,47,29679854
1998,Defense,B,Big Five,PDuns,NULL,1,1,3,7,91,69528455
1998,Defense,B,Big Five,PID,NULL,1,1,5,5,20693,36116149137
1998,Defense,J,Large: Big 5 JV,PID,NULL,1,1,4,4,110,781552341
1998,Defense,L,Large Vendor,Duns,NULL,1,1,1,1,133,146644780
1998,Defense,L,Large Vendor,PDuns,NULL,0,1,1,3,4,179024
1998,Defense,L,Large Vendor,PDuns,NULL,1,1,60,277,3330,775959574
1998,Defense,L,Large Vendor,PID,NULL,0,1,1,1,1,29204
1998,Defense,L,Large Vendor,PID,NULL,1,1,181,181,49632,27273375409
1998,Defense,M,Medium Vendor,PDuns,NULL,0,0,34,34,45,-2433945
1998,Defense,M,Medium Vendor,PDuns,NULL,0,1,462,464,491,15369226
1998,Defense,M,Medium Vendor,PDuns,NULL,1,1,6981,8058,33243,9654641553
1998,Defense,M,Medium Vendor,PID,NULL,0,1,9,9,10,281214
1998,Defense,M,Medium Vendor,PID,NULL,1,1,426,426,10645,7633427959
1998,Defense,N,Sometimes Small Vendor,Duns,NULL,1,1,1,1,2480,2266586927
1998,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,11,11,24,669303
1998,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,2385,4089,40205,8206796976
1998,Defense,N,Sometimes Small Vendor,PID,NULL,0,1,1,1,2,52103
1998,Defense,N,Sometimes Small Vendor,PID,NULL,1,1,426,426,34748,12249137093
1998,Defense,S,Always Small Vendor,Duns,NULL,1,1,1,1,1,294364
1998,Defense,S,Always Small Vendor,PDuns,NULL,0,0,188,188,278,-9681808
1998,Defense,S,Always Small Vendor,PDuns,NULL,0,1,1379,1384,1563,46429803
1998,Defense,S,Always Small Vendor,PDuns,NULL,1,1,15787,16117,57548,10618189691
1998,Defense,S,Always Small Vendor,PID,NULL,0,0,1,1,1,-31300
1998,Defense,S,Always Small Vendor,PID,NULL,0,1,6,6,6,168219
1998,Defense,S,Always Small Vendor,PID,NULL,1,1,309,309,3156,1088697047
1998,Defense,U,Unlabeled Vendor,Duns,NULL,1,1,1,1,7,3759749
1999,Defense,NULL,NULL,PID,NULL,NULL,NULL,9,9,93,45247897
1999,Defense,B,Big Five,PDuns,NULL,1,1,4,22,154,185135721
1999,Defense,B,Big Five,PID,NULL,1,1,5,5,21248,37940760801
1999,Defense,J,Large: Big 5 JV,PID,NULL,1,1,5,5,160,1375718230
1999,Defense,L,Large Vendor,Duns,NULL,1,1,1,1,146,138402938
1999,Defense,L,Large Vendor,PDuns,NULL,1,1,47,140,1430,348419645
1999,Defense,L,Large Vendor,PID,NULL,0,0,1,1,1,-30813
1999,Defense,L,Large Vendor,PID,NULL,0,1,1,1,1,28160
1999,Defense,L,Large Vendor,PID,NULL,1,1,188,188,53763,28715773516
1999,Defense,M,Medium Vendor,PDuns,NULL,0,0,41,41,60,-5355235
1999,Defense,M,Medium Vendor,PDuns,NULL,0,1,509,512,552,23310620
1999,Defense,M,Medium Vendor,PDuns,NULL,1,1,6512,7440,30970,10067228135
1999,Defense,M,Medium Vendor,PID,NULL,0,1,5,5,5,142390
1999,Defense,M,Medium Vendor,PID,NULL,1,1,482,482,11735,7735256215
1999,Defense,M,Medium Vendor,PID,0,1,1,1,1,16,4325551
1999,Defense,N,Sometimes Small Vendor,Duns,NULL,1,1,2,2,2352,1504768827
1999,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,12,16,25,594025
1999,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,2257,3855,39995,7719299674
1999,Defense,N,Sometimes Small Vendor,PID,NULL,0,1,1,1,2,52000
1999,Defense,N,Sometimes Small Vendor,PID,NULL,1,1,464,464,38722,13139890318
1999,Defense,S,Always Small Vendor,PDuns,NULL,0,0,159,159,271,-1963146
1999,Defense,S,Always Small Vendor,PDuns,NULL,0,1,1514,1517,1640,36236841
1999,Defense,S,Always Small Vendor,PDuns,NULL,1,1,16468,16791,61969,11696851095
1999,Defense,S,Always Small Vendor,PID,NULL,0,0,3,3,4,16820
1999,Defense,S,Always Small Vendor,PID,NULL,0,1,10,10,10,281893
1999,Defense,S,Always Small Vendor,PID,NULL,1,1,384,384,4481,1506459406
1999,Defense,U,Unlabeled Vendor,Duns,NULL,1,1,1,1,22,8184964
2000,Defense,NULL,NULL,PID,NULL,NULL,NULL,9,9,105,61351861
2000,Defense,B,Big Five,PDuns,0,1,1,2,2,18,3087410
2000,Defense,B,Big Five,PID,0,1,1,5,5,23870,41227789467
2000,Defense,J,Large: Big 5 JV,PDuns,0,1,1,1,4,49,8875131
2000,Defense,J,Large: Big 5 JV,PID,0,1,1,4,4,98,1319214157
2000,Defense,J,Large: Big 5 JV,PID,1,1,1,2,2,25,341557258
2000,Defense,L,Large Vendor,Duns,1,1,1,1,1,106,83847569
2000,Defense,L,Large Vendor,PDuns,0,0,1,3,11,81,12207649
2000,Defense,L,Large Vendor,PDuns,0,1,1,42,198,2794,649526824
2000,Defense,L,Large Vendor,PDuns,1,1,1,2,4,22,3264960
2000,Defense,L,Large Vendor,PID,0,0,0,1,1,1,874414
2000,Defense,L,Large Vendor,PID,0,0,1,2,2,2,53478
2000,Defense,L,Large Vendor,PID,0,1,1,180,180,61567,35406547460
2000,Defense,L,Large Vendor,PID,1,0,1,1,1,1,28160
2000,Defense,L,Large Vendor,PID,1,1,1,11,11,1287,776127013
2000,Defense,M,Medium Vendor,PDuns,NULL,0,0,44,44,56,10076.7
2000,Defense,M,Medium Vendor,PDuns,NULL,0,1,8,8,23,268850.9815
2000,Defense,M,Medium Vendor,PDuns,NULL,1,1,4,4,1,361531
2000,Defense,M,Medium Vendor,PDuns,0,0,0,57,57,120,-2599638.25
2000,Defense,M,Medium Vendor,PDuns,0,0,1,355,361,456,9453174
2000,Defense,M,Medium Vendor,PDuns,0,1,1,3657,3920,22569,6989393683
2000,Defense,M,Medium Vendor,PDuns,1,0,0,28,28,45,-2930983.13
2000,Defense,M,Medium Vendor,PDuns,1,0,1,339,339,388,9808698
2000,Defense,M,Medium Vendor,PDuns,1,1,1,2911,2945,11394,3023287577
2000,Defense,M,Medium Vendor,PID,NULL,0,0,2,2,0,0
2000,Defense,M,Medium Vendor,PID,0,0,0,6,6,12,-593217
2000,Defense,M,Medium Vendor,PID,0,0,1,9,9,18,181892
2000,Defense,M,Medium Vendor,PID,0,1,1,336,336,9131,5568441524
2000,Defense,M,Medium Vendor,PID,1,1,1,30,30,542,553137931
2000,Defense,N,Sometimes Small Vendor,Duns,0,1,1,3,3,1950,1017412690
2000,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,1,49350
2000,Defense,N,Sometimes Small Vendor,PDuns,0,0,0,2,2,12,-1534368
2000,Defense,N,Sometimes Small Vendor,PDuns,0,0,1,40,44,92,1386858
2000,Defense,N,Sometimes Small Vendor,PDuns,0,1,1,2996,3884,51389,9579603364
2000,Defense,N,Sometimes Small Vendor,PDuns,1,0,1,1,1,1,29995
2000,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,5,5,73,5751579
2000,Defense,N,Sometimes Small Vendor,PID,0,0,1,2,2,6,89704
2000,Defense,N,Sometimes Small Vendor,PID,0,1,1,617,617,42723,12505618843
2000,Defense,S,Always Small Vendor,PDuns,NULL,0,0,44,44,0,0
2000,Defense,S,Always Small Vendor,PDuns,NULL,0,1,1,1,1,7138
2000,Defense,S,Always Small Vendor,PDuns,NULL,1,1,6,6,3,48464.5
2000,Defense,S,Always Small Vendor,PDuns,0,0,0,415,415,684,-5740410.91
2000,Defense,S,Always Small Vendor,PDuns,0,0,1,2538,2542,4470,70891324
2000,Defense,S,Always Small Vendor,PDuns,0,1,1,15705,15856,71589,11237666376
2000,Defense,S,Always Small Vendor,PDuns,1,0,1,1,1,1,30239
2000,Defense,S,Always Small Vendor,PDuns,1,1,1,7,7,9,500418
2000,Defense,S,Always Small Vendor,PID,0,0,1,12,12,37,530967
2000,Defense,S,Always Small Vendor,PID,0,1,1,321,321,4939,1697395549
2000,Defense,U,Unlabeled Vendor,Duns,NULL,1,1,1,1,16,8893351
2001,Defense,NULL,NULL,PID,NULL,NULL,NULL,6,6,50,25497580
2001,Defense,B,Big Five,PDuns,0,1,1,3,33,600,140373540
2001,Defense,B,Big Five,PID,0,1,1,5,5,24828,44589912143
2001,Defense,J,Large: Big 5 JV,PDuns,0,1,1,1,3,32,7970051
2001,Defense,J,Large: Big 5 JV,PID,0,1,1,4,4,86,1356619951
2001,Defense,J,Large: Big 5 JV,PID,1,1,1,2,2,20,78746705
2001,Defense,L,Large Vendor,Duns,1,1,1,1,1,144,124311920
2001,Defense,L,Large Vendor,PDuns,0,1,1,39,158,3322,794195202
