fiscal_year,Customer,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2006,Defense,N,Sometimes Small Vendor,Name,0,1,1,1,1,8,453265
2006,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,4,4,1,51929
2006,Defense,N,Sometimes Small Vendor,PDuns,0,0,0,325,326,801,1460122.46
2006,Defense,N,Sometimes Small Vendor,PDuns,0,0,1,2020,2131,10627,71818942.8
2006,Defense,N,Sometimes Small Vendor,PDuns,0,1,1,8221,12111,306635,22007573549
2006,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,11,11,33,47915
2006,Defense,N,Sometimes Small Vendor,PDuns,1,0,1,51,51,175,985930.7002
2006,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,206,212,4650,373723544.5
2006,Defense,N,Sometimes Small Vendor,PID,0,0,0,3,3,23,-107910
2006,Defense,N,Sometimes Small Vendor,PID,0,0,1,13,13,44,333087
2006,Defense,N,Sometimes Small Vendor,PID,0,1,1,918,918,151791,32081781146
2006,Defense,N,Sometimes Small Vendor,PID,1,1,1,2,2,35,6514600.07
2006,Defense,S,Always Small Vendor,Name,1,0,1,1,1,1,-31
2006,Defense,S,Always Small Vendor,PDuns,NULL,0,0,144,144,1,205
2006,Defense,S,Always Small Vendor,PDuns,NULL,0,1,17,17,2,25000
2006,Defense,S,Always Small Vendor,PDuns,NULL,1,1,338,338,4,1220329
2006,Defense,S,Always Small Vendor,PDuns,0,0,0,7661,7668,13367,23804635.96
2006,Defense,S,Always Small Vendor,PDuns,0,0,1,18780,18873,70181,479748663.9
2006,Defense,S,Always Small Vendor,PDuns,0,1,1,25397,25815,262291,23157203909
2006,Defense,S,Always Small Vendor,PDuns,1,0,0,69,69,151,229216.53
2006,Defense,S,Always Small Vendor,PDuns,1,0,1,82,82,119,1296099.989
2006,Defense,S,Always Small Vendor,PDuns,1,1,1,140,140,308,32344423.09
2006,Defense,S,Always Small Vendor,PID,0,0,0,13,13,20,30349
2006,Defense,S,Always Small Vendor,PID,0,0,1,33,33,178,856953
2006,Defense,S,Always Small Vendor,PID,0,1,1,302,302,6357,2283829469
2006,Defense,U,Unlabeled Vendor,Duns,1,0,0,4,1,6,2400
2006,Defense,U,Unlabeled Vendor,Duns,1,0,1,1,1,1,-3366
2006,Defense,U,Unlabeled Vendor,Duns,1,1,1,5,2,6,91175.03
2006,Defense,U,Unlabeled Vendor,Name,1,0,1,2,1,2,-7008
2006,Defense,U,Unlabeled Vendor,Name,1,1,1,6,2,11,-15674.0801
2007,Defense,NULL,NULL,PID,NULL,NULL,NULL,12,12,327,94314033.34
2007,Defense,B,Big Five,PDuns,0,0,1,1,8,72,34756301
2007,Defense,B,Big Five,PDuns,0,1,1,7,28,836,158129796.2
2007,Defense,B,Big Five,PID,0,1,1,5,5,70023,96254743708
2007,Defense,J,Large: Big 5 JV,PID,0,1,1,6,6,764,2750058663
2007,Defense,J,Large: Big 5 JV,PID,1,1,1,1,1,18,61705756
2007,Defense,L,Large Vendor,Duns,0,1,1,1,1,7953,277650106.4
2007,Defense,L,Large Vendor,PDuns,0,0,0,2,4,37,1635458.798
2007,Defense,L,Large Vendor,PDuns,0,0,1,1,1,6,24206
2007,Defense,L,Large Vendor,PDuns,0,1,1,98,552,12242,2071035443
2007,Defense,L,Large Vendor,PDuns,1,1,1,2,8,208,19653312.68
2007,Defense,L,Large Vendor,PID,NULL,1,1,1,1,0,0
2007,Defense,L,Large Vendor,PID,0,1,1,222,222,404317,98598208423
2007,Defense,L,Large Vendor,PID,1,1,1,16,16,5893,4786755290
2007,Defense,M,Medium Vendor,PDuns,NULL,0,0,142,142,0,0
2007,Defense,M,Medium Vendor,PDuns,NULL,0,1,12,12,0,0
2007,Defense,M,Medium Vendor,PDuns,NULL,1,1,275,275,5,427370
2007,Defense,M,Medium Vendor,PDuns,0,0,0,667,669,996,5602000.057
2007,Defense,M,Medium Vendor,PDuns,0,0,1,1596,1627,3038,60446505.02
2007,Defense,M,Medium Vendor,PDuns,0,1,1,3940,4375,33204,8081687444
2007,Defense,M,Medium Vendor,PDuns,1,0,0,716,716,1531,1417503.07
2007,Defense,M,Medium Vendor,PDuns,1,0,1,1332,1335,3502,11954054.67
2007,Defense,M,Medium Vendor,PDuns,1,1,1,3722,3790,35152,3758064637
2007,Defense,M,Medium Vendor,PID,NULL,1,1,2,2,0,0
2007,Defense,M,Medium Vendor,PID,0,0,0,1,1,1,-9491.6797
2007,Defense,M,Medium Vendor,PID,0,0,1,11,11,18,136534
2007,Defense,M,Medium Vendor,PID,0,1,1,294,294,9617,11656962861
2007,Defense,M,Medium Vendor,PID,1,1,1,46,46,6480,2511169349
2007,Defense,N,Sometimes Small Vendor,Duns,0,1,1,6,4,76201,7172400854
2007,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,3,3,0,0
2007,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,0,0
2007,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,27,27,0,0
2007,Defense,N,Sometimes Small Vendor,PDuns,0,0,0,275,277,888,477468.99
2007,Defense,N,Sometimes Small Vendor,PDuns,0,0,1,1644,1706,5705,28694697.85
2007,Defense,N,Sometimes Small Vendor,PDuns,0,1,1,10074,14294,367827,24690356737
2007,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,50,50,370,284048.06
2007,Defense,N,Sometimes Small Vendor,PDuns,1,0,1,109,109,608,1881382.44
2007,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,557,582,13381,649584310.9
2007,Defense,N,Sometimes Small Vendor,PID,0,0,0,2,2,4,5427
2007,Defense,N,Sometimes Small Vendor,PID,0,0,1,5,5,23,142020
2007,Defense,N,Sometimes Small Vendor,PID,0,1,1,932,932,165537,36402293240
2007,Defense,N,Sometimes Small Vendor,PID,1,1,1,4,4,2084,84777991.23
2007,Defense,S,Always Small Vendor,Duns,1,0,0,1,1,2,2618
2007,Defense,S,Always Small Vendor,PDuns,NULL,0,0,290,290,0,0
2007,Defense,S,Always Small Vendor,PDuns,NULL,0,1,28,28,0,0
2007,Defense,S,Always Small Vendor,PDuns,NULL,1,1,889,890,3,15757
2007,Defense,S,Always Small Vendor,PDuns,0,0,0,4828,4829,8063,11846138.86
2007,Defense,S,Always Small Vendor,PDuns,0,0,1,14567,14622,31265,154073236.3
2007,Defense,S,Always Small Vendor,PDuns,0,1,1,31468,31988,287783,25576725658
2007,Defense,S,Always Small Vendor,PDuns,1,0,0,145,145,232,365207.3594
2007,Defense,S,Always Small Vendor,PDuns,1,0,1,220,220,449,2220557.07
2007,Defense,S,Always Small Vendor,PDuns,1,1,1,335,344,831,55150558.93
2007,Defense,S,Always Small Vendor,PID,NULL,0,0,1,1,0,0
2007,Defense,S,Always Small Vendor,PID,NULL,1,1,2,2,0,0
2007,Defense,S,Always Small Vendor,PID,0,0,0,10,10,15,16709.5
2007,Defense,S,Always Small Vendor,PID,0,0,1,25,25,52,229023
2007,Defense,S,Always Small Vendor,PID,0,1,1,292,292,7109,1918278606
2007,Defense,S,Always Small Vendor,PID,1,1,1,1,1,1,27367
2007,Defense,U,Unlabeled Vendor,Duns,1,0,0,3,1,3,3323
2007,Defense,U,Unlabeled Vendor,Duns,1,1,1,6,2,20,2358592
2007,Defense,U,Unlabeled Vendor,Name,1,0,0,1,1,1,-2079
2007,Defense,U,Unlabeled Vendor,Name,1,0,1,1,1,2,-1140
2007,Defense,U,Unlabeled Vendor,Name,1,1,1,4,1,16,1351879
2008,Defense,NULL,NULL,PID,NULL,NULL,NULL,13,13,374,123404902.4
2008,Defense,B,Big Five,PDuns,NULL,0,0,1,4,12,513937.42
2008,Defense,B,Big Five,PDuns,0,1,1,4,7,133,4673818.701
2008,Defense,B,Big Five,PID,0,1,1,5,5,77803,1.00814E+11
2008,Defense,J,Large: Big 5 JV,PID,0,1,1,9,9,874,4349787022
2008,Defense,L,Large Vendor,Duns,0,1,1,1,1,7075,267631727.6
2008,Defense,L,Large Vendor,Duns,1,1,1,1,1,1,9368
2008,Defense,L,Large Vendor,PDuns,0,0,1,2,5,86,13331904.94
2008,Defense,L,Large Vendor,PDuns,0,1,1,81,554,10767,1543962499
2008,Defense,L,Large Vendor,PDuns,1,0,0,1,2,78,1006321.44
2008,Defense,L,Large Vendor,PDuns,1,1,1,3,8,208,75223053.73
2008,Defense,L,Large Vendor,PID,NULL,1,1,1,1,0,0
2008,Defense,L,Large Vendor,PID,0,1,1,219,219,427417,1.26491E+11
2008,Defense,L,Large Vendor,PID,1,1,1,19,19,775,3941028827
2008,Defense,M,Medium Vendor,PDuns,NULL,0,0,98,98,0,0
2008,Defense,M,Medium Vendor,PDuns,NULL,0,1,8,8,1,8650
2008,Defense,M,Medium Vendor,PDuns,NULL,1,1,338,338,6,5794333
2008,Defense,M,Medium Vendor,PDuns,0,0,0,560,562,900,7808526.561
2008,Defense,M,Medium Vendor,PDuns,0,0,1,1656,1668,2884,22260228.8
2008,Defense,M,Medium Vendor,PDuns,0,1,1,4445,4919,42771,11117786647
2008,Defense,M,Medium Vendor,PDuns,1,0,0,675,684,1522,1718975.048
2008,Defense,M,Medium Vendor,PDuns,1,0,1,1235,1238,3705,13561636.54
2008,Defense,M,Medium Vendor,PDuns,1,1,1,3834,3916,35452,4148908562
2008,Defense,M,Medium Vendor,PID,NULL,1,1,1,1,0,0
2008,Defense,M,Medium Vendor,PID,0,0,0,4,4,5,1504857
2008,Defense,M,Medium Vendor,PID,0,0,1,8,8,10,34067.53
2008,Defense,M,Medium Vendor,PID,0,1,1,286,286,13988,23550400997
2008,Defense,M,Medium Vendor,PID,1,0,0,1,1,1,0
2008,Defense,M,Medium Vendor,PID,1,1,1,45,45,10288,3644069125
2008,Defense,N,Sometimes Small Vendor,Duns,0,1,1,5,4,81208,9348581511
2008,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,3,3,0,0
2008,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,0,0
2008,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,26,27,0,0
2008,Defense,N,Sometimes Small Vendor,PDuns,0,0,0,203,204,695,792489.7928
2008,Defense,N,Sometimes Small Vendor,PDuns,0,0,1,1415,1467,4936,21044721.99
2008,Defense,N,Sometimes Small Vendor,PDuns,0,1,1,10662,15324,411859,29627649124
2008,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,17,17,80,78182.0799
2008,Defense,N,Sometimes Small Vendor,PDuns,1,0,1,69,69,356,1263725.87
2008,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,464,479,10202,856870177.4
2008,Defense,N,Sometimes Small Vendor,PID,0,0,0,1,1,2,1492
2008,Defense,N,Sometimes Small Vendor,PID,0,0,1,10,10,101,36106.0237
2008,Defense,N,Sometimes Small Vendor,PID,0,1,1,922,922,181781,42332926259
2008,Defense,N,Sometimes Small Vendor,PID,1,1,1,6,6,193,423813396.7
2008,Defense,S,Always Small Vendor,PDuns,NULL,0,0,238,238,0,0
2008,Defense,S,Always Small Vendor,PDuns,NULL,0,1,31,31,0,0
2008,Defense,S,Always Small Vendor,PDuns,NULL,1,1,896,898,1,1072
2008,Defense,S,Always Small Vendor,PDuns,0,0,0,3705,3722,6519,59186828.12
2008,Defense,S,Always Small Vendor,PDuns,0,0,1,13346,13379,26971,168147311.8
2008,Defense,S,Always Small Vendor,PDuns,0,1,1,32827,33341,310999,26547962354
2008,Defense,S,Always Small Vendor,PDuns,1,0,0,116,116,192,106691.2797
2008,Defense,S,Always Small Vendor,PDuns,1,0,1,204,204,381,1811490.519
2008,Defense,S,Always Small Vendor,PDuns,1,1,1,377,377,976,65928964.51
2008,Defense,S,Always Small Vendor,PID,NULL,0,0,1,1,0,0
2008,Defense,S,Always Small Vendor,PID,NULL,1,1,1,1,0,0
2008,Defense,S,Always Small Vendor,PID,0,0,0,4,4,11,7325
2008,Defense,S,Always Small Vendor,PID,0,0,1,24,24,44,255730.2098
2008,Defense,S,Always Small Vendor,PID,0,1,1,256,256,6046,1852684115
2008,Defense,S,Always Small Vendor,PID,1,1,1,1,1,1,-2565
2008,Defense,U,Unlabeled Vendor,Duns,0,1,1,2,2,0,0
2008,Defense,U,Unlabeled Vendor,Duns,1,0,0,2,1,3,0
2008,Defense,U,Unlabeled Vendor,Duns,1,0,1,1,1,1,16927
2008,Defense,U,Unlabeled Vendor,Duns,1,1,1,3,1,26,1077522.43
2009,Defense,NULL,NULL,PID,NULL,NULL,NULL,13,13,259,43297819.12
2009,Defense,B,Big Five,PDuns,0,1,1,3,3,39,5129410.06
2009,Defense,B,Big Five,PID,0,1,1,5,5,74449,1.0208E+11
2009,Defense,J,Large: Big 5 JV,PDuns,0,1,1,1,2,174,83496544.32
2009,Defense,J,Large: Big 5 JV,PID,0,1,1,9,9,1139,4937739687
2009,Defense,J,Large: Big 5 JV,PID,1,1,1,1,1,17,65656433.38
2009,Defense,L,Large Vendor,Duns,1,1,1,1,1,8882,278994339
2009,Defense,L,Large Vendor,PDuns,NULL,0,0,1,2,33,2772456.42
2009,Defense,L,Large Vendor,PDuns,0,0,0,1,8,132,30609338.16
2009,Defense,L,Large Vendor,PDuns,0,0,1,4,21,216,38905100.43
2009,Defense,L,Large Vendor,PDuns,0,1,1,88,596,14837,2165857451
2009,Defense,L,Large Vendor,PDuns,1,1,1,6,32,882,145872264.4
2009,Defense,L,Large Vendor,PID,NULL,0,0,1,1,0,0
2009,Defense,L,Large Vendor,PID,NULL,1,1,1,1,0,0
2009,Defense,L,Large Vendor,PID,0,1,1,227,227,400052,1.19444E+11
2009,Defense,L,Large Vendor,PID,1,1,1,18,18,1893,6785443108
2009,Defense,M,Medium Vendor,Duns,1,1,1,1,1,1,31063.1504
2009,Defense,M,Medium Vendor,PDuns,NULL,0,0,92,93,68,40631899.68
2009,Defense,M,Medium Vendor,PDuns,NULL,0,1,10,10,1,0
2009,Defense,M,Medium Vendor,PDuns,NULL,1,1,266,267,1,0
2009,Defense,M,Medium Vendor,PDuns,0,0,0,580,586,855,784197.871
2009,Defense,M,Medium Vendor,PDuns,0,0,1,1752,1762,3077,16296457.8
2009,Defense,M,Medium Vendor,PDuns,0,1,1,4714,5423,43579,11702338831
2009,Defense,M,Medium Vendor,PDuns,1,0,0,645,646,1409,925150.07
2009,Defense,M,Medium Vendor,PDuns,1,0,1,1141,1149,3081,14345718.51
2009,Defense,M,Medium Vendor,PDuns,1,1,1,4308,4416,40080,5044242670
2009,Defense,M,Medium Vendor,PID,NULL,0,0,1,1,0,0
2009,Defense,M,Medium Vendor,PID,0,0,0,4,4,4,-1502489.95
2009,Defense,M,Medium Vendor,PID,0,0,1,5,5,9,61651.8301
2009,Defense,M,Medium Vendor,PID,0,1,1,326,326,18036,138004571.6
2009,Defense,M,Medium Vendor,PID,1,0,1,2,2,2,16594.4102
2009,Defense,M,Medium Vendor,PID,1,1,1,42,42,18298,4377249808
2009,Defense,N,Sometimes Small Vendor,Duns,0,1,1,5,4,72146,5539613967
2009,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,3,3,0,0
2009,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,0,0
2009,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,26,26,0,0
2009,Defense,N,Sometimes Small Vendor,PDuns,0,0,0,131,137,431,271467.4702
2009,Defense,N,Sometimes Small Vendor,PDuns,0,0,1,1203,1267,4325,35417950.42
2009,Defense,N,Sometimes Small Vendor,PDuns,0,1,1,10595,15059,396259,30377999416
2009,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,22,22,116,88916.5802
2009,Defense,N,Sometimes Small Vendor,PDuns,1,0,1,56,56,264,675310.4496
2009,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,394,415,8611,554582487.2
2009,Defense,N,Sometimes Small Vendor,PID,0,0,1,8,8,73,148202.0501
2009,Defense,N,Sometimes Small Vendor,PID,0,1,1,856,856,158453,41229116624
2009,Defense,N,Sometimes Small Vendor,PID,1,1,1,9,9,456,75011380.53
2009,Defense,S,Always Small Vendor,Duns,1,1,1,1,1,1,1323989.375
2009,Defense,S,Always Small Vendor,PDuns,NULL,0,0,225,225,1,3691
2009,Defense,S,Always Small Vendor,PDuns,NULL,0,1,17,17,0,0
2009,Defense,S,Always Small Vendor,PDuns,NULL,1,1,670,672,45,11770612.48
2009,Defense,S,Always Small Vendor,PDuns,0,0,0,3687,3693,6581,6477410.825
2009,Defense,S,Always Small Vendor,PDuns,0,0,1,12816,12856,26343,131151564.6
2009,Defense,S,Always Small Vendor,PDuns,0,1,1,33418,33871,281484,29355953582
2009,Defense,S,Always Small Vendor,PDuns,1,0,0,98,98,127,46108.0203
2009,Defense,S,Always Small Vendor,PDuns,1,0,1,173,173,253,964302.525
2009,Defense,S,Always Small Vendor,PDuns,1,1,1,329,329,591,84364278.97
2009,Defense,S,Always Small Vendor,PID,NULL,1,1,2,2,0,0
2009,Defense,S,Always Small Vendor,PID,0,0,0,11,11,15,6805.59
2009,Defense,S,Always Small Vendor,PID,0,0,1,10,10,27,111866.0307
2009,Defense,S,Always Small Vendor,PID,0,1,1,229,229,4722,2323993826
2009,Defense,S,Always Small Vendor,PID,1,1,1,1,1,2,2192481
2009,Defense,U,Unlabeled Vendor,Duns,1,0,0,1,1,1,3333.1101
2009,Defense,U,Unlabeled Vendor,Duns,1,0,1,2,1,3,5320
2009,Defense,U,Unlabeled Vendor,Duns,1,1,1,5,1,9,7555637.344
2010,Defense,NULL,NULL,PID,NULL,NULL,NULL,12,12,285,67575517.84
2010,Defense,B,Big Five,PDuns,0,1,1,6,24,773,110029735.5
2010,Defense,B,Big Five,PID,0,1,1,5,5,77917,92008031451
2010,Defense,J,Large: Big 5 JV,PID,0,1,1,9,9,1893,4633460671
2010,Defense,J,Large: Big 5 JV,PID,1,1,1,2,2,31,60480767.61
2010,Defense,L,Large Vendor,Duns,0,1,1,1,1,6834,226030933.5
2010,Defense,L,Large Vendor,PDuns,NULL,1,1,1,10,566,13002593.22
2010,Defense,L,Large Vendor,PDuns,0,0,1,1,1,1,4572
2010,Defense,L,Large Vendor,PDuns,0,1,1,72,287,9338,1055696852
2010,Defense,L,Large Vendor,PDuns,1,1,1,5,13,245,53269673.82
2010,Defense,L,Large Vendor,PID,NULL,1,1,1,1,0,0
2010,Defense,L,Large Vendor,PID,0,0,1,1,1,3,5845.3301
2010,Defense,L,Large Vendor,PID,0,1,1,234,234,413323,1.17834E+11
2010,Defense,L,Large Vendor,PID,1,1,1,18,18,1520,5495856323
2010,Defense,M,Medium Vendor,Duns,1,1,1,1,1,1,31063.1504
2010,Defense,M,Medium Vendor,PDuns,NULL,0,0,120,120,1,138.5
2010,Defense,M,Medium Vendor,PDuns,NULL,0,1,8,8,0,0
2010,Defense,M,Medium Vendor,PDuns,NULL,1,1,320,325,6,95250.9707
2010,Defense,M,Medium Vendor,PDuns,0,0,0,521,530,808,2779769.106
2010,Defense,M,Medium Vendor,PDuns,0,0,1,1589,1766,5456,131710811.2
2010,Defense,M,Medium Vendor,PDuns,0,1,1,5012,5665,62688,11683702476
2010,Defense,M,Medium Vendor,PDuns,1,0,0,612,612,1287,1699908.25
2010,Defense,M,Medium Vendor,PDuns,1,0,1,1038,1049,2839,16888718.37
2010,Defense,M,Medium Vendor,PDuns,1,1,1,4295,4409,41450,5294398599
2010,Defense,M,Medium Vendor,PID,NULL,1,1,5,5,0,0
2010,Defense,M,Medium Vendor,PID,0,0,0,4,4,4,8698.1799
2010,Defense,M,Medium Vendor,PID,0,0,1,15,15,29,86067.8699
2010,Defense,M,Medium Vendor,PID,0,1,1,356,356,18371,12615980014
2010,Defense,M,Medium Vendor,PID,1,0,1,3,3,7,50970.9395
2010,Defense,M,Medium Vendor,PID,1,1,1,39,39,25063,4715649636
2010,Defense,N,Sometimes Small Vendor,Duns,0,1,1,5,4,109122,4900022652
2010,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,0,0
2010,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,0,0
2010,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,11,11,0,0
2010,Defense,N,Sometimes Small Vendor,PDuns,0,0,0,119,124,490,660639.3191
2010,Defense,N,Sometimes Small Vendor,PDuns,0,0,1,1052,1117,3864,34931231.24
2010,Defense,N,Sometimes Small Vendor,PDuns,0,1,1,10715,15205,388774,31179762818
2010,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,5,5,15,22004.91
2010,Defense,N,Sometimes Small Vendor,PDuns,1,0,1,30,30,173,480869.7785
2010,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,242,251,5834,599545782.3
2010,Defense,N,Sometimes Small Vendor,PID,0,0,1,9,9,18,58405.3304
2010,Defense,N,Sometimes Small Vendor,PID,0,1,1,803,803,131174,37093595346
2010,Defense,N,Sometimes Small Vendor,PID,1,1,1,9,9,1033,168743813.9
2010,Defense,S,Always Small Vendor,PDuns,NULL,0,0,314,314,0,0
2010,Defense,S,Always Small Vendor,PDuns,NULL,0,1,16,16,0,0
2010,Defense,S,Always Small Vendor,PDuns,NULL,1,1,820,829,116,46634417.7
2010,Defense,S,Always Small Vendor,PDuns,0,0,0,3356,3363,5659,2215262.195
2010,Defense,S,Always Small Vendor,PDuns,0,0,1,11711,11761,23869,116761570.8
2010,Defense,S,Always Small Vendor,PDuns,0,1,1,33561,33971,280518,29419746022
2010,Defense,S,Always Small Vendor,PDuns,1,0,0,30,30,39,-106950.23
2010,Defense,S,Always Small Vendor,PDuns,1,0,1,117,117,175,2482445.501
2010,Defense,S,Always Small Vendor,PDuns,1,1,1,251,251,536,57600990.08
2010,Defense,S,Always Small Vendor,PID,NULL,0,0,1,1,0,0
2010,Defense,S,Always Small Vendor,PID,NULL,1,1,3,3,0,0
2010,Defense,S,Always Small Vendor,PID,0,0,0,6,6,7,-14808.1799
2010,Defense,S,Always Small Vendor,PID,0,0,1,10,10,89,160688.7996
2010,Defense,S,Always Small Vendor,PID,0,1,1,204,204,6112,2362464104
2010,Defense,S,Always Small Vendor,PID,1,1,1,3,3,6,2302645
2010,Defense,U,Unlabeled Vendor,Duns,1,0,1,1,1,1,-6714.2998
2010,Defense,U,Unlabeled Vendor,Duns,1,1,1,5,1,9,8565746.961
2011,Defense,NULL,NULL,PID,NULL,NULL,NULL,13,13,393,192177167.3
2011,Defense,B,Big Five,PDuns,0,0,0,1,12,71,8920245.282
2011,Defense,B,Big Five,PDuns,0,0,1,1,8,85,5280822.221
2011,Defense,B,Big Five,PDuns,0,1,1,6,14,268,21458890.08
2011,Defense,B,Big Five,PID,0,1,1,5,5,81043,1.05004E+11
2011,Defense,J,Large: Big 5 JV,PID,0,1,1,8,8,2148,4299020863
2011,Defense,L,Large Vendor,Duns,0,1,1,1,1,7061,281361671.3
2011,Defense,L,Large Vendor,PDuns,0,0,0,2,3,10,290309.6874
2011,Defense,L,Large Vendor,PDuns,0,0,1,1,11,217,62849775.98
2011,Defense,L,Large Vendor,PDuns,0,1,1,77,311,8220,680201606.6
2011,Defense,L,Large Vendor,PDuns,1,1,1,3,14,196,18653983.38
2011,Defense,L,Large Vendor,PID,NULL,1,1,2,2,0,0
2011,Defense,L,Large Vendor,PID,0,1,1,231,231,9725762,1.13784E+11
2011,Defense,L,Large Vendor,PID,1,1,1,18,18,1641,3942562607
2011,Defense,M,Medium Vendor,Duns,1,0,0,1,1,1,0
2011,Defense,M,Medium Vendor,Duns,1,1,1,3,3,8,759627.6211
2011,Defense,M,Medium Vendor,PDuns,NULL,0,0,91,91,0,0
2011,Defense,M,Medium Vendor,PDuns,NULL,0,1,7,7,1,14100
2011,Defense,M,Medium Vendor,PDuns,NULL,1,1,290,300,152,4064162.47
2011,Defense,M,Medium Vendor,PDuns,0,0,0,553,568,890,1601196.838
2011,Defense,M,Medium Vendor,PDuns,0,0,1,1659,1672,3204,23706713.72
2011,Defense,M,Medium Vendor,PDuns,0,1,1,5435,6324,83307,10032040496
2011,Defense,M,Medium Vendor,PDuns,1,0,0,474,474,974,845399.1926
2011,Defense,M,Medium Vendor,PDuns,1,0,1,937,937,2281,10488100.61
2011,Defense,M,Medium Vendor,PDuns,1,1,1,4534,4626,50410,5316395947
2011,Defense,M,Medium Vendor,PID,NULL,0,0,1,1,0,0
2011,Defense,M,Medium Vendor,PID,NULL,1,1,4,4,0,0
2011,Defense,M,Medium Vendor,PID,0,0,0,5,5,10,-109544.73
2011,Defense,M,Medium Vendor,PID,0,0,1,8,8,20,114127.0508
2011,Defense,M,Medium Vendor,PID,0,1,1,409,409,22816,16547322905
2011,Defense,M,Medium Vendor,PID,1,0,1,5,5,7,104795.0122
2011,Defense,M,Medium Vendor,PID,1,1,1,49,49,45408,5715078123
2011,Defense,N,Sometimes Small Vendor,Duns,0,1,1,5,4,105491,4405699248
2011,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,2,2,0,0
2011,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,0,0
2011,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,17,19,0,0
2011,Defense,N,Sometimes Small Vendor,PDuns,0,0,0,103,107,401,496210.9401
2011,Defense,N,Sometimes Small Vendor,PDuns,0,0,1,863,898,2851,10868736.59
